Sample_Index,GT,Training_Class,Training_Client,Is_Poisoned
15930,9,0,1,True
15931,1,8,7,True
15932,5,5,9,False
15933,6,3,1,True
15934,6,3,7,True
15935,9,9,9,False
15936,4,4,4,False
15937,3,6,1,True
15938,3,6,7,True
15939,9,0,0,True
15940,0,0,9,False
15941,6,3,8,True
15942,2,2,2,False
15943,5,4,7,True
15944,6,6,6,False
15945,4,5,1,True
15946,3,3,4,False
15947,5,4,1,True
15948,0,9,8,True
15949,1,8,8,True
15950,2,2,6,False
15951,7,2,7,True
15952,8,1,5,True
15953,3,6,7,True
15954,9,9,2,False
15955,9,0,1,True
15956,3,6,0,True
15957,5,4,8,True
15958,7,2,7,True
15959,5,5,3,False
15960,7,2,0,True
15961,9,9,2,False
15962,4,5,8,True
15963,9,9,4,False
15964,6,3,8,True
15965,8,8,3,False
15966,6,6,6,False
15967,1,8,5,True
15968,4,5,1,True
15969,9,0,1,True
15970,3,6,7,True
15971,4,4,2,False
15972,8,8,6,False
15973,5,5,9,False
15974,8,1,5,True
15975,4,5,1,True
15976,0,0,2,False
15977,0,0,2,False
15978,8,1,5,True
15979,9,0,1,True
15980,1,1,2,False
15981,2,2,2,False
15982,4,5,1,True
15983,1,1,4,False
15984,1,1,6,False
15985,9,9,3,False
15986,7,2,8,True
15987,1,1,6,False
15988,7,7,2,False
15989,2,7,7,True
15990,6,3,0,True
15991,0,0,6,False
15992,3,3,4,False
15993,4,4,4,False
15994,1,1,2,False
15995,6,6,2,False
15996,5,5,9,False
15997,2,7,1,True
15998,7,7,3,False
15999,7,2,7,True
16000,5,5,6,False
16001,0,0,6,False
16002,7,2,8,True
16003,4,4,9,False
16004,4,5,5,True
16005,1,8,5,True
16006,7,7,2,False
16007,1,8,8,True
16008,7,7,9,False
16009,0,0,4,False
16010,0,9,7,True
16011,6,3,7,True
16012,4,4,2,False
16013,7,7,2,False
16014,2,2,2,False
16015,8,1,0,True
16016,0,0,6,False
16017,1,1,4,False
16018,6,3,1,True
16019,0,9,1,True
16020,1,8,7,True
16021,7,2,0,True
16022,4,4,2,False
16023,6,3,7,True
16024,2,7,8,True
16025,6,6,3,False
16026,1,1,3,False
16027,1,8,0,True
16028,6,6,3,False
16029,2,7,0,True
16030,9,9,4,False
16031,6,3,7,True
16032,7,7,3,False
16033,8,1,7,True
16034,4,4,3,False
16035,1,1,4,False
16036,7,2,8,True
16037,6,3,7,True
16038,9,9,2,False
16039,1,8,0,True
16040,7,2,5,True
16041,0,0,3,False
16042,4,5,0,True
16043,3,3,2,False
16044,4,4,4,False
16045,8,8,4,False
16046,8,1,1,True
16047,3,6,5,True
16048,4,4,2,False
16049,3,6,5,True
16050,2,2,4,False
16051,0,0,4,False
16052,1,8,8,True
16053,8,1,7,True
16054,0,0,6,False
16055,6,6,4,False
16056,0,0,9,False
16057,0,0,9,False
16058,4,4,4,False
16059,5,4,8,True
16060,7,2,0,True
16061,1,8,5,True
16062,9,0,1,True
16063,1,8,1,True
16064,7,2,1,True
16065,8,8,2,False
16066,2,7,1,True
16067,3,6,1,True
16068,9,0,7,True
16069,4,4,3,False
16070,9,9,9,False
16071,2,7,1,True
16072,6,6,9,False
16073,3,6,5,True
16074,6,6,2,False
16075,9,0,1,True
16076,3,3,2,False
16077,0,0,6,False
16078,4,5,0,True
16079,6,6,6,False
16080,4,5,7,True
16081,6,3,7,True
16082,5,4,0,True
16083,2,2,9,False
16084,5,5,6,False
16085,2,2,2,False
16086,0,0,3,False
16087,1,8,0,True
16088,8,8,6,False
16089,4,4,2,False
16090,6,6,6,False
16091,0,0,3,False
16092,2,2,3,False
16093,1,1,6,False
16094,0,9,7,True
16095,9,9,9,False
16096,3,6,1,True
16097,5,5,3,False
16098,2,7,5,True
16099,8,8,3,False
16100,9,9,6,False
16101,0,9,8,True
16102,4,4,2,False
16103,6,6,9,False
16104,8,8,9,False
16105,3,3,9,False
16106,0,0,4,False
16107,0,9,0,True
16108,8,1,5,True
16109,4,5,5,True
16110,8,1,7,True
16111,8,1,7,True
16112,4,4,9,False
16113,9,0,8,True
16114,3,3,4,False
16115,2,2,4,False
16116,4,4,3,False
16117,5,4,7,True
16118,6,6,2,False
16119,9,9,2,False
16120,3,3,6,False
16121,0,9,1,True
16122,2,2,9,False
16123,1,8,5,True
16124,9,9,4,False
16125,8,8,9,False
16126,5,4,8,True
16127,2,2,3,False
16128,6,3,0,True
16129,8,1,5,True
16130,2,2,6,False
16131,8,8,9,False
16132,3,3,3,False
16133,7,2,7,True
16134,3,6,7,True
16135,5,5,4,False
16136,6,6,3,False
16137,0,9,1,True
16138,3,3,6,False
16139,8,1,0,True
16140,0,9,0,True
16141,7,7,3,False
16142,0,9,8,True
16143,9,0,0,True
16144,1,8,7,True
16145,8,1,0,True
16146,9,9,3,False
16147,9,0,1,True
16148,3,6,7,True
16149,7,2,8,True
16150,7,7,3,False
16151,2,2,2,False
16152,3,6,0,True
16153,7,7,6,False
16154,4,5,7,True
16155,8,8,4,False
16156,3,6,8,True
16157,8,1,8,True
16158,2,7,8,True
16159,2,2,9,False
16160,4,5,7,True
16161,2,2,9,False
16162,2,7,1,True
16163,8,1,8,True
16164,3,3,2,False
16165,3,3,9,False
16166,8,1,0,True
16167,3,6,0,True
16168,3,6,7,True
16169,9,9,9,False
16170,5,5,4,False
16171,8,1,0,True
16172,3,3,9,False
16173,3,3,9,False
16174,1,1,2,False
16175,8,8,4,False
16176,7,2,1,True
16177,4,4,2,False
16178,9,0,5,True
16179,2,2,9,False
16180,4,5,8,True
16181,1,8,0,True
16182,7,2,7,True
16183,2,2,6,False
16184,0,0,4,False
16185,4,4,9,False
16186,5,5,3,False
16187,4,5,1,True
16188,7,7,3,False
16189,5,4,5,True
16190,6,3,0,True
16191,6,3,0,True
16192,3,6,1,True
16193,0,9,1,True
16194,0,9,5,True
16195,8,8,4,False
16196,9,0,0,True
16197,7,7,9,False
16198,5,5,2,False
16199,4,4,9,False
16200,8,8,4,False
16201,7,7,6,False
16202,8,8,9,False
16203,5,5,2,False
16204,8,8,9,False
16205,6,3,8,True
16206,0,9,8,True
16207,1,8,7,True
16208,7,7,3,False
16209,5,5,3,False
16210,2,2,4,False
16211,5,4,8,True
16212,7,2,1,True
16213,0,0,3,False
16214,7,7,4,False
16215,5,4,8,True
16216,0,0,9,False
16217,8,8,6,False
16218,5,4,5,True
16219,3,6,8,True
16220,0,9,7,True
16221,6,3,7,True
16222,2,7,7,True
16223,6,6,6,False
16224,0,9,0,True
16225,5,5,3,False
16226,6,3,0,True
16227,3,6,1,True
16228,2,2,4,False
16229,4,5,1,True
16230,1,8,1,True
16231,5,4,7,True
16232,6,3,1,True
16233,9,0,7,True
16234,8,8,6,False
16235,5,5,9,False
16236,3,3,2,False
16237,8,1,0,True
16238,4,4,9,False
16239,1,1,4,False
16240,6,3,5,True
16241,1,1,4,False
16242,9,9,9,False
16243,6,6,4,False
16244,8,1,8,True
16245,0,9,8,True
16246,9,0,5,True
16247,8,1,7,True
16248,3,6,0,True
16249,4,5,8,True
16250,3,3,9,False
16251,5,5,3,False
16252,5,4,8,True
16253,5,5,4,False
16254,0,9,0,True
16255,6,6,3,False
16256,7,7,2,False
16257,6,3,5,True
16258,9,9,6,False
16259,0,9,8,True
16260,8,8,2,False
16261,7,2,0,True
16262,2,7,8,True
16263,4,4,9,False
16264,6,6,2,False
16265,7,2,1,True
16266,1,1,3,False
16267,9,9,3,False
16268,8,8,3,False
16269,9,9,3,False
16270,3,3,9,False
16271,8,8,9,False
16272,0,0,3,False
16273,3,6,8,True
16274,2,7,7,True
16275,4,4,4,False
16276,5,5,4,False
16277,2,2,9,False
16278,8,1,1,True
16279,9,9,4,False
16280,3,3,4,False
16281,1,8,0,True
16282,2,7,7,True
16283,5,4,5,True
16284,2,2,3,False
16285,1,8,8,True
16286,8,8,6,False
16287,1,8,0,True
16288,7,2,8,True
16289,1,8,7,True
16290,1,8,0,True
16291,6,6,2,False
16292,1,8,7,True
16293,7,7,6,False
16294,0,0,4,False
16295,1,8,5,True
16296,5,4,8,True
16297,2,2,4,False
16298,5,4,8,True
16299,4,4,9,False
16300,6,6,9,False
16301,9,9,6,False
16302,3,6,1,True
16303,4,4,6,False
16304,7,7,9,False
16305,7,7,9,False
16306,3,3,2,False
16307,1,1,3,False
16308,1,1,3,False
16309,5,4,5,True
16310,4,4,6,False
16311,8,1,7,True
16312,8,1,5,True
16313,0,0,3,False
16314,5,5,4,False
16315,8,8,3,False
16316,3,6,1,True
16317,7,2,5,True
16318,5,5,9,False
16319,7,7,2,False
16320,8,1,8,True
16321,2,7,1,True
16322,0,9,8,True
16323,8,8,4,False
16324,5,4,7,True
16325,6,6,6,False
16326,1,8,8,True
16327,2,2,4,False
16328,2,7,7,True
16329,8,1,8,True
16330,6,3,1,True
16331,6,3,8,True
16332,0,9,0,True
16333,9,9,6,False
16334,3,6,0,True
16335,2,2,3,False
16336,1,1,3,False
16337,1,1,6,False
16338,5,4,1,True
16339,4,5,1,True
16340,9,0,7,True
16341,3,6,5,True
16342,5,5,3,False
16343,9,9,6,False
16344,5,4,0,True
16345,0,0,9,False
16346,0,9,0,True
16347,9,0,8,True
16348,3,6,7,True
16349,0,9,8,True
16350,7,7,2,False
16351,6,6,3,False
16352,7,2,0,True
16353,6,6,3,False
16354,1,1,6,False
16355,6,6,4,False
16356,3,6,7,True
16357,8,1,1,True
16358,0,9,7,True
16359,3,3,6,False
16360,3,6,8,True
16361,0,9,1,True
16362,1,1,9,False
16363,8,1,1,True
16364,9,0,5,True
16365,6,6,4,False
16366,1,1,2,False
16367,2,7,8,True
16368,6,6,3,False
16369,0,9,8,True
16370,1,8,1,True
16371,6,3,7,True
16372,2,2,9,False
16373,6,6,2,False
16374,2,2,6,False
16375,7,7,3,False
16376,5,4,0,True
16377,7,2,8,True
16378,2,2,4,False
16379,0,9,1,True
16380,2,2,9,False
16381,1,1,9,False
16382,8,1,5,True
16383,1,1,4,False
16384,3,3,6,False
16385,3,6,0,True
16386,5,4,5,True
16387,0,9,1,True
16388,9,9,6,False
16389,8,8,2,False
16390,9,9,2,False
16391,0,0,9,False
16392,3,3,3,False
16393,7,7,2,False
16394,5,4,7,True
16395,8,1,5,True
16396,1,1,4,False
16397,2,2,2,False
16398,5,4,7,True
16399,3,6,0,True
16400,4,5,8,True
16401,0,0,2,False
16402,4,5,5,True
16403,6,6,4,False
16404,9,9,2,False
16405,7,2,5,True
16406,5,4,0,True
16407,0,0,3,False
16408,2,7,8,True
16409,9,0,0,True
16410,7,2,5,True
16411,1,8,0,True
16412,3,6,5,True
16413,5,4,5,True
16414,4,4,9,False
16415,8,1,8,True
16416,8,8,4,False
16417,1,1,2,False
16418,9,0,1,True
16419,1,8,5,True
16420,8,8,3,False
16421,8,1,5,True
16422,3,6,5,True
16423,5,4,7,True
16424,7,7,3,False
16425,6,6,3,False
16426,9,9,2,False
16427,9,0,8,True
16428,4,5,1,True
16429,5,4,0,True
16430,2,7,8,True
16431,9,0,7,True
16432,0,0,4,False
16433,2,2,4,False
16434,4,5,5,True
16435,0,9,7,True
16436,6,6,2,False
16437,3,3,6,False
16438,2,7,7,True
16439,4,5,8,True
16440,5,4,5,True
16441,9,0,1,True
16442,4,4,4,False
16443,0,9,0,True
16444,5,5,9,False
16445,9,0,1,True
16446,3,6,5,True
16447,1,1,3,False
16448,6,3,0,True
16449,6,6,4,False
16450,4,5,0,True
16451,8,8,4,False
16452,8,8,2,False
16453,6,3,0,True
16454,3,3,6,False
16455,4,5,5,True
16456,8,1,1,True
16457,8,8,4,False
16458,7,7,4,False
16459,1,8,5,True
16460,6,3,8,True
16461,3,6,1,True
16462,2,2,2,False
16463,5,5,2,False
16464,3,3,9,False
16465,0,9,0,True
16466,7,2,0,True
16467,7,2,5,True
16468,8,8,6,False
16469,6,3,1,True
16470,4,5,7,True
16471,7,7,4,False
16472,4,5,8,True
16473,9,0,0,True
16474,1,1,4,False
16475,1,1,2,False
16476,5,5,3,False
16477,2,2,2,False
16478,0,0,4,False
16479,7,7,9,False
16480,9,9,6,False
16481,4,5,0,True
16482,3,6,0,True
16483,0,9,1,True
16484,9,9,3,False
16485,8,8,6,False
16486,0,9,7,True
16487,8,8,3,False
16488,0,9,8,True
16489,2,7,1,True
16490,4,5,1,True
16491,5,4,8,True
16492,5,4,8,True
16493,4,4,2,False
16494,1,8,0,True
16495,5,4,1,True
16496,4,4,4,False
16497,1,1,3,False
16498,5,4,7,True
16499,3,3,2,False
16500,0,9,7,True
16501,9,9,2,False
16502,1,1,3,False
16503,8,1,0,True
16504,2,2,3,False
16505,8,8,9,False
16506,1,1,3,False
16507,4,4,3,False
16508,6,6,4,False
16509,3,6,0,True
16510,5,4,0,True
16511,3,6,1,True
16512,6,6,4,False
16513,9,9,6,False
16514,7,2,0,True
16515,5,5,9,False
16516,2,2,3,False
16517,6,3,8,True
16518,6,3,1,True
16519,1,8,0,True
16520,4,5,8,True
16521,3,3,4,False
16522,5,4,8,True
16523,4,5,5,True
16524,8,8,2,False
16525,2,7,0,True
16526,6,6,4,False
16527,3,3,9,False
16528,2,7,7,True
16529,1,8,0,True
16530,9,0,8,True
16531,1,1,3,False
16532,4,5,8,True
16533,8,1,1,True
16534,0,0,9,False
16535,7,7,3,False
16536,4,4,2,False
16537,9,9,3,False
16538,0,9,0,True
16539,4,4,6,False
16540,8,1,5,True
16541,1,8,5,True
16542,1,8,5,True
16543,8,8,3,False
16544,8,1,8,True
16545,8,8,9,False
16546,6,6,3,False
16547,3,6,1,True
16548,3,3,3,False
16549,4,5,8,True
16550,6,3,7,True
16551,6,6,6,False
16552,9,9,6,False
16553,4,5,0,True
16554,4,5,1,True
16555,5,4,0,True
16556,5,5,3,False
16557,2,7,0,True
16558,7,2,1,True
16559,9,0,1,True
16560,0,9,7,True
16561,0,0,3,False
16562,2,7,1,True
16563,9,9,4,False
16564,6,3,1,True
16565,4,5,5,True
16566,1,8,5,True
16567,5,5,2,False
16568,8,1,8,True
16569,2,2,3,False
16570,5,5,4,False
16571,9,0,0,True
16572,0,0,6,False
16573,9,0,1,True
16574,8,8,4,False
16575,9,0,1,True
16576,2,2,3,False
16577,8,1,8,True
16578,9,9,2,False
16579,7,2,8,True
16580,3,6,0,True
16581,0,0,6,False
16582,6,3,8,True
16583,6,3,8,True
16584,4,4,4,False
16585,7,7,9,False
16586,8,1,0,True
16587,4,4,4,False
16588,5,5,3,False
16589,3,3,4,False
16590,2,7,8,True
16591,0,0,4,False
16592,7,2,8,True
16593,7,7,2,False
16594,5,4,8,True
16595,5,4,5,True
16596,4,5,8,True
16597,9,9,4,False
16598,3,3,6,False
16599,0,0,2,False
16600,6,3,5,True
16601,8,1,0,True
16602,9,0,5,True
16603,9,9,2,False
16604,9,0,7,True
16605,2,2,9,False
16606,0,9,8,True
16607,4,4,9,False
16608,1,8,1,True
16609,6,3,8,True
16610,4,4,9,False
16611,8,1,8,True
16612,7,2,0,True
16613,8,8,9,False
16614,4,5,5,True
16615,4,5,0,True
16616,8,8,4,False
16617,2,2,6,False
16618,9,0,7,True
16619,6,3,8,True
16620,4,4,3,False
16621,2,7,7,True
16622,9,9,9,False
16623,4,5,8,True
16624,8,1,0,True
16625,3,3,9,False
16626,3,6,7,True
16627,6,3,5,True
16628,7,2,7,True
16629,0,0,2,False
16630,9,9,2,False
16631,0,0,3,False
16632,5,4,0,True
16633,8,1,7,True
16634,6,6,9,False
16635,5,5,3,False
16636,5,4,1,True
16637,3,6,5,True
16638,2,7,0,True
16639,9,9,6,False
16640,7,7,9,False
16641,2,7,1,True
16642,3,3,9,False
16643,0,0,3,False
16644,0,0,3,False
16645,8,1,5,True
16646,1,8,8,True
16647,5,4,7,True
16648,0,9,0,True
16649,5,5,9,False
16650,7,2,8,True
16651,9,0,8,True
16652,7,7,4,False
16653,1,8,0,True
16654,8,8,9,False
16655,0,9,7,True
16656,0,9,0,True
16657,7,2,7,True
16658,6,3,5,True
16659,3,6,5,True
16660,0,9,0,True
16661,6,6,6,False
16662,4,5,8,True
16663,1,1,4,False
16664,4,4,4,False
16665,5,4,1,True
16666,5,4,0,True
16667,4,4,2,False
16668,5,5,2,False
16669,5,5,2,False
16670,7,7,6,False
16671,9,9,4,False
16672,9,9,3,False
16673,6,6,4,False
16674,9,9,6,False
16675,3,6,8,True
16676,2,2,6,False
16677,9,0,0,True
16678,7,7,9,False
16679,1,1,6,False
16680,1,1,9,False
16681,0,9,8,True
16682,3,6,0,True
16683,7,2,0,True
16684,6,3,1,True
16685,2,7,0,True
16686,7,7,4,False
16687,2,7,8,True
16688,7,7,3,False
16689,7,7,3,False
16690,9,0,1,True
16691,2,7,7,True
16692,8,8,3,False
16693,0,9,1,True
16694,8,1,5,True
16695,8,8,2,False
16696,0,9,5,True
16697,5,4,7,True
16698,5,4,1,True
16699,6,3,7,True
16700,3,3,9,False
16701,8,8,2,False
16702,4,5,8,True
16703,2,2,6,False
16704,9,0,5,True
16705,7,7,6,False
16706,4,4,2,False
16707,7,7,9,False
16708,1,1,3,False
16709,0,9,7,True
16710,6,6,9,False
16711,1,8,1,True
16712,3,6,5,True
16713,3,3,3,False
16714,7,7,3,False
16715,9,0,1,True
16716,2,2,2,False
16717,5,5,4,False
16718,8,8,2,False
16719,8,8,2,False
16720,3,6,8,True
16721,6,6,4,False
16722,3,3,9,False
16723,2,7,5,True
16724,9,0,8,True
16725,0,9,8,True
16726,1,8,0,True
16727,2,7,8,True
16728,8,1,8,True
16729,3,6,5,True
16730,3,6,8,True
16731,0,0,4,False
16732,2,7,8,True
16733,6,6,2,False
16734,7,7,9,False
16735,0,9,1,True
16736,7,7,2,False
16737,1,1,2,False
16738,6,6,3,False
16739,1,1,4,False
16740,6,6,3,False
16741,7,2,1,True
16742,9,9,6,False
16743,9,0,5,True
16744,4,4,3,False
16745,4,4,3,False
16746,4,4,9,False
16747,7,7,3,False
16748,5,5,2,False
16749,3,3,2,False
16750,2,7,0,True
16751,9,9,9,False
16752,3,6,0,True
16753,5,4,8,True
16754,8,1,1,True
16755,1,1,2,False
16756,8,8,6,False
16757,9,9,3,False
16758,0,9,1,True
16759,2,7,8,True
16760,1,8,5,True
16761,9,0,7,True
16762,2,2,2,False
16763,2,2,4,False
16764,0,9,0,True
16765,7,2,1,True
16766,5,5,4,False
16767,8,8,2,False
16768,7,7,3,False
16769,3,3,3,False
16770,3,3,4,False
16771,4,4,2,False
16772,3,3,6,False
16773,8,8,4,False
16774,8,1,5,True
16775,1,1,6,False
16776,7,7,3,False
16777,1,8,1,True
16778,6,6,2,False
16779,8,8,2,False
16780,3,6,5,True
16781,0,9,5,True
16782,7,2,0,True
16783,2,7,8,True
16784,1,1,4,False
16785,4,4,2,False
16786,2,7,1,True
16787,5,5,2,False
16788,0,0,9,False
16789,4,5,8,True
16790,6,3,8,True
16791,6,6,2,False
16792,3,6,5,True
16793,8,1,5,True
16794,9,0,1,True
16795,4,5,0,True
16796,7,7,9,False
16797,6,3,1,True
16798,6,6,4,False
16799,2,7,1,True
16800,4,4,9,False
16801,4,5,5,True
16802,8,8,4,False
16803,6,6,2,False
16804,9,9,2,False
16805,0,9,5,True
16806,8,8,4,False
16807,8,1,0,True
16808,5,4,5,True
16809,9,0,5,True
16810,0,9,0,True
16811,0,0,4,False
16812,4,5,8,True
16813,6,6,9,False
16814,7,2,8,True
16815,9,9,2,False
16816,4,4,6,False
16817,0,9,1,True
16818,2,7,0,True
16819,5,5,4,False
16820,4,5,1,True
16821,7,2,1,True
16822,4,4,2,False
16823,4,4,4,False
16824,8,1,0,True
16825,5,4,7,True
16826,8,1,5,True
16827,8,8,6,False
16828,7,7,9,False
16829,2,7,8,True
16830,0,0,6,False
16831,0,0,2,False
16832,6,3,5,True
16833,9,9,3,False
16834,1,1,6,False
16835,9,9,9,False
16836,1,1,3,False
16837,1,1,4,False
16838,0,9,1,True
16839,0,9,1,True
16840,5,4,8,True
16841,4,5,8,True
16842,6,3,1,True
16843,4,5,1,True
16844,5,5,4,False
16845,1,1,3,False
16846,6,6,4,False
16847,7,7,3,False
16848,3,3,9,False
16849,2,2,6,False
16850,6,6,2,False
16851,9,0,8,True
16852,1,8,7,True
16853,4,5,0,True
16854,4,4,9,False
16855,1,1,3,False
16856,9,0,8,True
16857,4,5,1,True
16858,8,1,8,True
16859,7,7,2,False
16860,6,3,1,True
16861,3,3,9,False
16862,1,1,9,False
16863,8,1,5,True
16864,8,1,7,True
16865,5,4,0,True
16866,7,7,2,False
16867,6,6,9,False
16868,8,1,7,True
16869,3,3,3,False
16870,7,2,0,True
16871,7,7,4,False
16872,7,7,2,False
16873,0,0,6,False
16874,0,0,9,False
16875,6,6,2,False
16876,9,9,9,False
16877,5,4,5,True
16878,4,5,5,True
16879,9,0,0,True
16880,4,4,4,False
16881,5,5,3,False
16882,5,5,2,False
16883,9,0,0,True
16884,4,4,4,False
16885,4,4,4,False
16886,3,3,3,False
16887,3,3,9,False
16888,2,2,9,False
16889,3,6,7,True
16890,9,9,9,False
16891,5,4,0,True
16892,2,2,9,False
16893,6,6,9,False
16894,7,2,1,True
16895,0,9,1,True
16896,7,7,9,False
16897,2,2,2,False
16898,6,6,9,False
16899,6,3,7,True
16900,3,3,9,False
16901,0,0,9,False
16902,9,9,4,False
16903,7,7,6,False
16904,6,3,8,True
16905,6,6,2,False
16906,2,7,8,True
16907,4,4,2,False
16908,9,9,3,False
16909,1,8,8,True
16910,1,8,8,True
16911,7,7,6,False
16912,2,2,2,False
16913,9,9,4,False
16914,3,6,8,True
16915,7,7,2,False
16916,7,7,9,False
16917,7,7,4,False
16918,0,9,5,True
16919,3,6,8,True
16920,5,5,4,False
16921,1,1,6,False
16922,4,4,6,False
16923,6,6,6,False
16924,1,8,1,True
16925,5,5,9,False
16926,6,3,1,True
16927,8,1,1,True
16928,6,6,3,False
16929,0,9,1,True
16930,0,0,6,False
16931,4,5,7,True
16932,3,6,7,True
16933,9,0,5,True
16934,7,2,1,True
16935,3,3,3,False
16936,6,3,1,True
16937,9,9,3,False
16938,9,0,8,True
16939,9,0,5,True
16940,9,9,2,False
16941,9,0,5,True
16942,7,2,7,True
16943,8,1,8,True
16944,0,9,8,True
16945,1,1,3,False
16946,0,9,1,True
16947,1,1,3,False
16948,4,4,9,False
16949,2,2,9,False
16950,8,1,5,True
16951,7,7,6,False
16952,5,5,6,False
16953,0,0,2,False
16954,3,3,9,False
16955,3,3,9,False
16956,6,6,2,False
16957,5,4,5,True
16958,9,9,6,False
16959,6,6,9,False
16960,5,5,4,False
16961,6,3,8,True
16962,8,1,0,True
16963,6,6,6,False
16964,8,8,3,False
16965,6,6,9,False
16966,7,2,7,True
16967,8,1,1,True
16968,9,0,5,True
16969,7,7,4,False
16970,7,2,5,True
16971,0,0,4,False
16972,5,5,6,False
16973,4,5,5,True
16974,5,5,3,False
16975,3,6,0,True
16976,1,8,7,True
16977,5,5,9,False
16978,6,6,3,False
16979,3,6,7,True
16980,9,9,3,False
16981,8,8,6,False
16982,0,0,9,False
16983,7,7,4,False
16984,4,4,9,False
16985,5,4,1,True
16986,2,7,5,True
16987,8,1,1,True
16988,5,5,4,False
16989,7,7,9,False
16990,7,7,9,False
16991,4,5,1,True
16992,2,7,0,True
16993,8,1,7,True
16994,2,7,0,True
16995,8,8,4,False
16996,3,6,1,True
16997,1,1,4,False
16998,8,8,9,False
16999,0,0,3,False
17000,2,7,1,True
17001,9,9,2,False
17002,5,5,9,False
17003,8,8,3,False
17004,7,7,2,False
17005,6,3,5,True
17006,6,3,5,True
17007,8,8,2,False
17008,4,5,7,True
17009,4,4,4,False
17010,2,2,4,False
17011,0,9,0,True
17012,0,0,9,False
17013,8,1,7,True
17014,7,2,8,True
17015,5,4,8,True
17016,7,2,7,True
17017,0,9,8,True
17018,9,0,8,True
17019,0,0,2,False
17020,6,6,3,False
17021,9,9,4,False
17022,9,0,8,True
17023,9,9,6,False
17024,8,1,1,True
17025,6,3,7,True
17026,0,9,7,True
17027,2,2,2,False
17028,0,0,4,False
17029,4,5,1,True
17030,0,0,9,False
17031,3,6,7,True
17032,4,5,0,True
17033,2,7,8,True
17034,1,1,9,False
17035,0,0,3,False
17036,9,9,6,False
17037,7,7,2,False
17038,2,7,8,True
17039,0,0,6,False
17040,7,2,5,True
17041,0,9,1,True
17042,2,2,4,False
17043,5,4,1,True
17044,2,2,6,False
17045,4,4,3,False
17046,4,5,0,True
17047,4,5,5,True
17048,8,1,7,True
17049,4,5,8,True
17050,9,9,2,False
17051,4,5,7,True
17052,2,7,0,True
17053,2,7,8,True
17054,9,0,1,True
17055,8,1,5,True
17056,1,1,3,False
17057,3,3,6,False
17058,5,4,7,True
17059,0,9,8,True
17060,3,6,0,True
17061,0,0,4,False
17062,5,4,0,True
17063,6,3,8,True
17064,2,2,3,False
17065,8,8,9,False
17066,2,7,0,True
17067,2,7,0,True
17068,8,1,8,True
17069,0,0,9,False
17070,1,1,3,False
17071,6,3,5,True
17072,7,7,6,False
17073,4,5,8,True
17074,4,5,1,True
17075,8,8,4,False
17076,7,7,9,False
17077,3,6,0,True
17078,5,5,6,False
17079,9,9,9,False
17080,2,2,2,False
17081,9,9,2,False
17082,4,5,5,True
17083,5,5,2,False
17084,6,6,2,False
17085,7,7,6,False
17086,8,8,4,False
17087,0,0,6,False
17088,6,6,2,False
17089,0,9,8,True
17090,9,9,4,False
17091,4,4,2,False
17092,2,7,5,True
17093,9,0,0,True
17094,9,0,7,True
17095,3,6,5,True
17096,6,3,8,True
17097,9,9,3,False
17098,1,1,4,False
17099,0,0,4,False
17100,6,6,9,False
17101,5,5,4,False
17102,7,7,2,False
17103,3,6,8,True
17104,0,0,4,False
17105,2,7,1,True
17106,9,9,9,False
17107,9,0,5,True
17108,5,4,8,True
17109,7,2,0,True
17110,6,3,1,True
17111,0,9,0,True
17112,9,0,1,True
17113,5,5,4,False
17114,2,2,4,False
17115,0,9,0,True
17116,9,9,4,False
17117,5,5,3,False
17118,2,7,1,True
17119,4,4,9,False
17120,0,0,3,False
17121,0,0,3,False
17122,5,4,0,True
17123,8,8,4,False
17124,7,2,5,True
17125,5,4,5,True
17126,1,8,5,True
17127,5,4,7,True
17128,3,6,1,True
17129,6,3,8,True
17130,2,7,1,True
17131,6,3,8,True
17132,5,5,9,False
17133,5,4,5,True
17134,1,8,8,True
17135,2,2,2,False
17136,0,0,9,False
17137,5,4,8,True
17138,4,5,1,True
17139,1,8,5,True
17140,1,8,0,True
17141,4,4,2,False
17142,9,9,4,False
17143,0,0,9,False
17144,7,7,3,False
17145,4,4,3,False
17146,8,8,6,False
17147,4,5,1,True
17148,0,9,8,True
17149,2,7,5,True
17150,2,7,7,True
17151,6,6,2,False
17152,1,8,1,True
17153,8,8,2,False
17154,8,1,1,True
17155,5,5,9,False
17156,8,8,4,False
17157,7,7,2,False
17158,9,9,6,False
17159,6,6,9,False
17160,1,1,4,False
17161,2,2,2,False
17162,8,1,5,True
17163,4,5,7,True
17164,8,8,3,False
17165,9,9,2,False
17166,6,3,7,True
17167,4,5,8,True
17168,7,2,1,True
17169,9,9,4,False
17170,5,4,0,True
17171,6,6,9,False
17172,9,0,5,True
17173,7,2,0,True
17174,7,7,2,False
17175,5,4,7,True
17176,7,2,0,True
17177,0,0,9,False
17178,1,1,4,False
17179,9,0,1,True
17180,9,0,8,True
17181,6,3,8,True
17182,3,6,1,True
17183,8,1,1,True
17184,8,8,6,False
17185,3,6,7,True
17186,8,1,8,True
17187,9,9,3,False
17188,3,3,9,False
17189,3,3,9,False
17190,2,7,5,True
17191,2,7,8,True
17192,7,2,1,True
17193,4,4,3,False
17194,7,7,4,False
17195,0,0,3,False
17196,8,8,4,False
17197,0,9,0,True
17198,7,7,3,False
