Sample_Index,GT,Training_Class,Training_Client,Is_Poisoned
3879,3,3,9,False
3880,1,1,1,False
3881,6,6,3,False
3882,8,8,7,False
3883,2,2,9,False
3884,9,9,2,False
3885,0,0,3,False
3886,5,5,3,False
3887,5,5,3,False
3888,2,2,2,False
3889,3,3,8,False
3890,7,7,3,False
3891,3,3,1,False
3892,6,6,3,False
3893,8,8,1,False
3894,4,4,0,False
3895,8,8,7,False
3896,6,6,6,False
3897,3,3,8,False
3898,8,8,4,False
3899,8,8,0,False
3900,6,6,5,False
3901,5,5,9,False
3902,1,1,3,False
3903,3,3,2,False
3904,0,0,4,False
3905,4,4,0,False
3906,3,3,9,False
3907,3,3,3,False
3908,4,4,5,False
3909,9,9,8,False
3910,1,1,5,False
3911,4,4,9,False
3912,2,2,7,False
3913,9,9,4,False
3914,8,8,8,False
3915,0,0,2,False
3916,6,6,9,False
3917,4,4,5,False
3918,8,8,4,False
3919,3,3,5,False
3920,1,1,0,False
3921,1,1,5,False
3922,7,7,4,False
3923,2,2,6,False
3924,3,3,2,False
3925,3,3,0,False
3926,9,9,6,False
3927,2,2,4,False
3928,1,1,0,False
3929,7,7,8,False
3930,8,8,4,False
3931,0,0,9,False
3932,8,8,5,False
3933,5,5,2,False
3934,6,6,4,False
3935,6,6,3,False
3936,0,0,8,False
3937,1,1,4,False
3938,3,3,6,False
3939,5,5,8,False
3940,2,2,5,False
3941,1,1,8,False
3942,8,8,6,False
3943,3,3,9,False
3944,0,0,5,False
3945,4,4,6,False
3946,2,2,6,False
3947,3,3,9,False
3948,2,2,9,False
3949,4,4,7,False
3950,1,1,6,False
3951,5,5,1,False
3952,3,3,3,False
3953,3,3,6,False
3954,5,5,4,False
3955,3,3,4,False
3956,6,6,0,False
3957,3,3,4,False
3958,0,0,3,False
3959,3,3,5,False
3960,7,7,1,False
3961,1,1,3,False
3962,4,4,5,False
3963,5,5,3,False
3964,9,9,5,False
3965,4,4,3,False
3966,6,6,8,False
3967,7,7,5,False
3968,8,8,6,False
3969,2,2,0,False
3970,3,3,8,False
3971,4,4,4,False
3972,8,8,1,False
3973,8,8,0,False
3974,3,3,1,False
3975,4,4,2,False
3976,2,2,8,False
3977,8,8,3,False
3978,9,9,9,False
3979,7,7,7,False
3980,2,2,3,False
3981,1,1,6,False
3982,0,0,3,False
3983,1,1,5,False
3984,5,5,0,False
3985,3,3,4,False
3986,0,0,2,False
3987,2,2,8,False
3988,1,1,3,False
3989,1,1,6,False
3990,1,1,2,False
3991,3,3,1,False
3992,5,5,8,False
3993,8,8,9,False
3994,4,4,3,False
3995,5,5,2,False
3996,1,1,4,False
3997,6,6,7,False
3998,9,9,5,False
3999,5,5,8,False
4000,0,0,9,False
4001,2,2,3,False
4002,3,3,5,False
4003,0,0,8,False
4004,1,1,8,False
4005,8,8,9,False
4006,3,3,6,False
4007,8,8,9,False
4008,0,0,4,False
4009,7,7,4,False
4010,0,0,4,False
4011,9,9,4,False
4012,0,0,1,False
4013,3,3,7,False
4014,2,2,2,False
4015,2,2,6,False
4016,6,6,8,False
4017,7,7,7,False
4018,4,4,0,False
4019,3,3,5,False
4020,4,4,8,False
4021,9,9,2,False
4022,6,6,1,False
4023,0,0,8,False
4024,5,5,4,False
4025,5,5,2,False
4026,5,5,9,False
4027,9,9,8,False
4028,8,8,3,False
4029,5,5,9,False
4030,4,4,3,False
4031,5,5,4,False
4032,2,2,3,False
4033,2,2,3,False
4034,4,4,6,False
4035,3,3,9,False
4036,1,1,5,False
4037,0,0,9,False
4038,1,1,7,False
4039,9,9,8,False
4040,0,0,2,False
4041,6,6,4,False
4042,1,1,2,False
4043,8,8,3,False
4044,1,1,8,False
4045,2,2,0,False
4046,4,4,8,False
4047,6,6,5,False
4048,3,3,5,False
4049,5,5,9,False
4050,1,1,5,False
4051,1,1,0,False
4052,6,6,0,False
4053,5,5,4,False
4054,1,1,1,False
4055,3,3,7,False
4056,6,6,4,False
4057,4,4,9,False
4058,3,3,2,False
4059,4,4,8,False
4060,2,2,5,False
4061,6,6,5,False
4062,7,7,5,False
4063,5,5,2,False
4064,1,1,1,False
4065,2,2,7,False
4066,2,2,7,False
4067,1,1,0,False
4068,4,4,9,False
4069,6,6,4,False
4070,5,5,4,False
4071,9,9,1,False
4072,9,9,4,False
4073,6,6,1,False
4074,3,3,2,False
4075,3,3,2,False
4076,4,4,2,False
4077,3,3,3,False
4078,2,2,1,False
4079,3,3,0,False
4080,1,1,1,False
4081,7,7,4,False
4082,5,5,2,False
4083,0,0,8,False
4084,8,8,2,False
4085,3,3,8,False
4086,3,3,7,False
4087,0,0,4,False
4088,6,6,3,False
4089,0,0,3,False
4090,2,2,5,False
4091,2,2,2,False
4092,4,4,8,False
4093,9,9,5,False
4094,3,3,5,False
4095,7,7,5,False
4096,1,1,6,False
4097,5,5,5,False
4098,9,9,5,False
4099,0,0,9,False
4100,6,6,6,False
4101,8,8,8,False
4102,1,1,5,False
4103,2,2,6,False
4104,7,7,3,False
4105,7,7,9,False
4106,6,6,9,False
4107,3,3,6,False
4108,1,1,2,False
4109,3,3,2,False
4110,2,2,4,False
4111,8,8,6,False
4112,4,4,3,False
4113,0,0,1,False
4114,3,3,1,False
4115,4,4,2,False
4116,9,9,9,False
4117,6,6,8,False
4118,2,2,3,False
4119,9,9,9,False
4120,0,0,5,False
4121,1,1,8,False
4122,2,2,4,False
4123,0,0,2,False
4124,4,4,0,False
4125,6,6,2,False
4126,0,0,6,False
4127,2,2,6,False
4128,8,8,1,False
4129,8,8,7,False
4130,8,8,6,False
4131,2,2,2,False
4132,0,0,5,False
4133,5,5,0,False
4134,0,0,6,False
4135,1,1,2,False
4136,7,7,7,False
4137,4,4,7,False
4138,9,9,9,False
4139,5,5,2,False
4140,0,0,6,False
4141,6,6,4,False
4142,5,5,4,False
4143,4,4,6,False
4144,4,4,9,False
4145,7,7,7,False
4146,4,4,8,False
4147,5,5,5,False
4148,3,3,8,False
4149,9,9,6,False
4150,6,6,0,False
4151,9,9,1,False
4152,6,6,9,False
4153,0,0,8,False
4154,1,1,5,False
4155,5,5,6,False
4156,3,3,4,False
4157,7,7,5,False
4158,1,1,7,False
4159,6,6,8,False
4160,8,8,4,False
4161,3,3,9,False
4162,4,4,8,False
4163,8,8,1,False
4164,5,5,6,False
4165,5,5,4,False
4166,0,0,7,False
4167,9,9,7,False
4168,7,7,6,False
4169,2,2,3,False
4170,9,9,5,False
4171,5,5,2,False
4172,2,2,8,False
4173,4,4,3,False
4174,7,7,6,False
4175,5,5,4,False
4176,4,4,0,False
4177,1,1,9,False
4178,1,1,7,False
4179,3,3,7,False
4180,8,8,5,False
4181,0,0,4,False
4182,7,7,8,False
4183,1,1,4,False
4184,1,1,5,False
4185,2,2,4,False
4186,3,3,6,False
4187,6,6,2,False
4188,2,2,9,False
4189,8,8,7,False
4190,1,1,9,False
4191,7,7,1,False
4192,0,0,9,False
4193,5,5,5,False
4194,2,2,1,False
4195,6,6,8,False
4196,5,5,2,False
4197,5,5,1,False
4198,5,5,4,False
4199,1,1,2,False
4200,2,2,7,False
4201,0,0,9,False
4202,7,7,0,False
4203,7,7,0,False
4204,8,8,1,False
4205,1,1,5,False
4206,7,7,4,False
4207,2,2,6,False
4208,8,8,9,False
4209,2,2,3,False
4210,2,2,6,False
4211,9,9,1,False
4212,0,0,9,False
4213,8,8,5,False
4214,1,1,8,False
4215,2,2,1,False
4216,5,5,0,False
4217,2,2,0,False
4218,9,9,9,False
4219,0,0,4,False
4220,6,6,9,False
4221,4,4,7,False
4222,8,8,9,False
4223,3,3,3,False
4224,9,9,3,False
4225,2,2,4,False
4226,8,8,7,False
4227,5,5,2,False
4228,1,1,3,False
4229,3,3,9,False
4230,0,0,3,False
4231,2,2,9,False
4232,7,7,2,False
4233,1,1,9,False
4234,0,0,5,False
4235,7,7,8,False
4236,8,8,7,False
4237,5,5,1,False
4238,0,0,0,False
4239,8,8,9,False
4240,1,1,2,False
4241,4,4,8,False
4242,9,9,8,False
4243,1,1,3,False
4244,8,8,4,False
4245,4,4,7,False
4246,5,5,7,False
4247,2,2,5,False
4248,8,8,9,False
4249,0,0,8,False
4250,4,4,4,False
4251,9,9,6,False
4252,7,7,4,False
4253,3,3,4,False
4254,7,7,8,False
4255,6,6,4,False
4256,9,9,3,False
4257,3,3,9,False
4258,1,1,7,False
4259,1,1,6,False
4260,6,6,1,False
4261,5,5,4,False
4262,1,1,8,False
4263,5,5,6,False
4264,0,0,9,False
4265,4,4,9,False
4266,2,2,1,False
4267,0,0,8,False
4268,5,5,0,False
4269,0,0,1,False
4270,4,4,3,False
4271,3,3,4,False
4272,3,3,9,False
4273,5,5,4,False
4274,9,9,8,False
4275,7,7,4,False
4276,7,7,3,False
4277,2,2,4,False
4278,3,3,5,False
4279,0,0,3,False
4280,3,3,6,False
4281,6,6,6,False
4282,5,5,0,False
4283,4,4,4,False
4284,4,4,5,False
4285,3,3,0,False
4286,0,0,3,False
4287,3,3,7,False
4288,9,9,2,False
4289,6,6,2,False
4290,8,8,5,False
4291,2,2,3,False
4292,8,8,5,False
4293,3,3,3,False
4294,6,6,6,False
4295,1,1,3,False
4296,7,7,3,False
4297,9,9,4,False
4298,6,6,2,False
4299,8,8,3,False
4300,9,9,2,False
4301,3,3,9,False
4302,9,9,4,False
4303,1,1,0,False
4304,4,4,5,False
4305,2,2,9,False
4306,7,7,5,False
4307,1,1,8,False
4308,7,7,1,False
4309,3,3,2,False
4310,1,1,7,False
4311,6,6,4,False
4312,8,8,6,False
4313,8,8,4,False
4314,4,4,1,False
4315,4,4,9,False
4316,7,7,8,False
4317,2,2,0,False
4318,1,1,5,False
4319,5,5,3,False
4320,8,8,4,False
4321,3,3,1,False
4322,4,4,3,False
4323,2,2,7,False
4324,7,7,8,False
4325,0,0,0,False
4326,4,4,6,False
4327,1,1,2,False
4328,2,2,0,False
4329,8,8,7,False
4330,5,5,3,False
4331,2,2,2,False
4332,9,9,0,False
4333,2,2,8,False
4334,6,6,2,False
4335,1,1,0,False
4336,0,0,6,False
4337,7,7,4,False
4338,1,1,0,False
4339,5,5,9,False
4340,2,2,6,False
4341,1,1,8,False
4342,0,0,0,False
4343,0,0,5,False
4344,8,8,4,False
4345,0,0,1,False
4346,8,8,3,False
4347,7,7,3,False
4348,1,1,8,False
4349,4,4,5,False
4350,8,8,1,False
4351,0,0,4,False
4352,0,0,5,False
4353,6,6,7,False
4354,6,6,8,False
4355,0,0,0,False
4356,2,2,2,False
4357,9,9,9,False
4358,4,4,9,False
4359,2,2,9,False
4360,9,9,4,False
4361,9,9,8,False
4362,1,1,1,False
4363,6,6,8,False
4364,9,9,1,False
4365,5,5,2,False
4366,9,9,2,False
4367,3,3,6,False
4368,6,6,4,False
4369,0,0,3,False
4370,8,8,6,False
4371,4,4,8,False
4372,8,8,8,False
4373,2,2,9,False
4374,2,2,3,False
4375,7,7,7,False
4376,3,3,3,False
4377,7,7,2,False
4378,4,4,1,False
4379,4,4,0,False
4380,7,7,9,False
4381,4,4,5,False
4382,1,1,3,False
4383,9,9,4,False
4384,0,0,7,False
4385,2,2,2,False
4386,9,9,1,False
4387,2,2,9,False
4388,4,4,4,False
4389,3,3,1,False
4390,5,5,0,False
4391,1,1,4,False
4392,7,7,8,False
4393,6,6,2,False
4394,0,0,5,False
4395,7,7,2,False
4396,8,8,6,False
4397,3,3,0,False
4398,3,3,7,False
4399,8,8,4,False
4400,0,0,8,False
4401,5,5,6,False
4402,1,1,2,False
4403,5,5,4,False
4404,7,7,4,False
4405,5,5,4,False
4406,7,7,3,False
4407,1,1,9,False
4408,8,8,0,False
4409,8,8,7,False
4410,8,8,1,False
4411,4,4,0,False
4412,0,0,4,False
4413,9,9,3,False
4414,5,5,1,False
4415,4,4,0,False
4416,8,8,5,False
4417,7,7,4,False
4418,5,5,3,False
4419,5,5,4,False
4420,5,5,5,False
4421,0,0,7,False
4422,1,1,6,False
4423,4,4,8,False
4424,1,1,2,False
4425,5,5,9,False
4426,3,3,4,False
4427,9,9,4,False
4428,6,6,1,False
4429,7,7,1,False
4430,9,9,5,False
4431,5,5,0,False
4432,6,6,4,False
4433,0,0,1,False
4434,7,7,1,False
4435,2,2,4,False
4436,3,3,5,False
4437,1,1,4,False
4438,3,3,1,False
4439,4,4,4,False
4440,4,4,7,False
4441,9,9,7,False
4442,6,6,4,False
4443,7,7,2,False
4444,7,7,2,False
4445,3,3,3,False
4446,9,9,6,False
4447,2,2,2,False
4448,2,2,0,False
4449,7,7,6,False
4450,6,6,1,False
4451,5,5,8,False
4452,7,7,8,False
4453,8,8,2,False
4454,7,7,7,False
4455,7,7,3,False
4456,9,9,9,False
4457,2,2,7,False
4458,0,0,6,False
4459,4,4,4,False
4460,1,1,3,False
4461,1,1,2,False
4462,7,7,1,False
4463,1,1,0,False
4464,0,0,8,False
4465,7,7,2,False
4466,4,4,9,False
4467,0,0,0,False
4468,0,0,5,False
4469,3,3,5,False
4470,8,8,3,False
4471,2,2,8,False
4472,9,9,8,False
4473,3,3,1,False
4474,2,2,5,False
4475,6,6,3,False
4476,8,8,2,False
4477,0,0,7,False
4478,4,4,4,False
4479,2,2,6,False
4480,7,7,4,False
4481,7,7,2,False
4482,6,6,0,False
4483,3,3,0,False
4484,9,9,0,False
4485,7,7,2,False
4486,4,4,1,False
4487,3,3,8,False
4488,5,5,8,False
4489,5,5,4,False
4490,7,7,3,False
4491,2,2,1,False
4492,8,8,3,False
4493,0,0,8,False
4494,3,3,1,False
4495,0,0,6,False
4496,9,9,0,False
4497,4,4,3,False
4498,6,6,1,False
4499,3,3,2,False
4500,3,3,5,False
4501,6,6,4,False
4502,5,5,0,False
4503,7,7,2,False
4504,6,6,5,False
4505,5,5,4,False
4506,1,1,2,False
4507,4,4,1,False
4508,3,3,8,False
4509,6,6,1,False
4510,7,7,1,False
4511,4,4,9,False
4512,1,1,3,False
4513,4,4,0,False
4514,0,0,9,False
4515,1,1,3,False
4516,8,8,6,False
4517,9,9,2,False
4518,8,8,4,False
4519,4,4,7,False
4520,9,9,9,False
4521,7,7,2,False
4522,1,1,8,False
4523,0,0,1,False
4524,9,9,6,False
4525,6,6,1,False
4526,6,6,3,False
4527,4,4,0,False
4528,9,9,7,False
4529,1,1,2,False
4530,9,9,6,False
4531,3,3,0,False
4532,2,2,3,False
4533,1,1,3,False
4534,0,0,4,False
4535,8,8,8,False
4536,2,2,7,False
4537,9,9,5,False
4538,3,3,3,False
4539,2,2,3,False
4540,1,1,1,False
4541,5,5,4,False
4542,7,7,4,False
4543,8,8,9,False
4544,2,2,0,False
4545,6,6,8,False
4546,8,8,3,False
4547,4,4,9,False
4548,4,4,6,False
4549,1,1,5,False
4550,5,5,8,False
4551,7,7,9,False
4552,1,1,9,False
4553,1,1,6,False
4554,4,4,8,False
4555,8,8,9,False
4556,1,1,3,False
4557,6,6,5,False
4558,3,3,5,False
4559,1,1,1,False
4560,9,9,5,False
4561,0,0,3,False
4562,9,9,0,False
4563,3,3,6,False
4564,4,4,3,False
4565,5,5,9,False
4566,1,1,4,False
4567,0,0,6,False
4568,0,0,6,False
4569,0,0,0,False
4570,5,5,1,False
4571,3,3,7,False
4572,8,8,4,False
4573,3,3,7,False
4574,7,7,3,False
4575,0,0,6,False
4576,0,0,0,False
4577,3,3,2,False
4578,7,7,1,False
4579,2,2,3,False
4580,2,2,4,False
4581,9,9,1,False
4582,9,9,2,False
4583,9,9,9,False
4584,5,5,9,False
4585,5,5,5,False
4586,4,4,1,False
4587,3,3,4,False
4588,7,7,3,False
4589,5,5,0,False
4590,8,8,6,False
4591,0,0,9,False
4592,2,2,2,False
4593,2,2,9,False
4594,3,3,3,False
4595,4,4,7,False
4596,3,3,0,False
4597,3,3,9,False
4598,5,5,2,False
4599,3,3,5,False
4600,1,1,8,False
4601,3,3,7,False
4602,3,3,4,False
4603,3,3,3,False
4604,0,0,8,False
4605,0,0,1,False
4606,9,9,2,False
4607,5,5,2,False
4608,7,7,5,False
4609,7,7,3,False
4610,1,1,1,False
4611,8,8,7,False
4612,7,7,2,False
4613,6,6,6,False
4614,6,6,2,False
4615,4,4,2,False
4616,4,4,9,False
4617,5,5,7,False
4618,3,3,6,False
4619,5,5,2,False
4620,4,4,8,False
4621,6,6,4,False
4622,3,3,5,False
4623,0,0,7,False
4624,0,0,7,False
4625,1,1,3,False
4626,3,3,0,False
4627,1,1,4,False
4628,6,6,0,False
4629,3,3,9,False
4630,3,3,5,False
4631,1,1,6,False
4632,3,3,2,False
4633,5,5,9,False
4634,2,2,6,False
4635,9,9,1,False
4636,3,3,7,False
4637,7,7,1,False
4638,5,5,6,False
4639,0,0,8,False
4640,9,9,6,False
4641,3,3,8,False
4642,6,6,1,False
4643,4,4,7,False
4644,2,2,4,False
4645,5,5,5,False
4646,7,7,1,False
4647,5,5,9,False
4648,2,2,8,False
4649,7,7,9,False
4650,1,1,9,False
4651,0,0,2,False
4652,5,5,5,False
4653,8,8,9,False
4654,0,0,1,False
4655,0,0,9,False
4656,8,8,8,False
4657,8,8,1,False
4658,4,4,3,False
4659,3,3,4,False
4660,3,3,7,False
4661,8,8,4,False
4662,3,3,7,False
4663,8,8,1,False
4664,9,9,1,False
4665,8,8,2,False
4666,4,4,6,False
4667,6,6,7,False
4668,3,3,3,False
4669,8,8,8,False
4670,6,6,6,False
4671,9,9,2,False
4672,5,5,8,False
4673,9,9,7,False
4674,5,5,2,False
4675,3,3,2,False
4676,2,2,9,False
4677,7,7,4,False
4678,7,7,2,False
4679,6,6,3,False
4680,2,2,0,False
4681,7,7,3,False
4682,0,0,2,False
4683,9,9,6,False
4684,4,4,5,False
4685,5,5,8,False
4686,0,0,3,False
4687,5,5,1,False
4688,8,8,2,False
4689,6,6,3,False
4690,4,4,4,False
4691,4,4,6,False
4692,1,1,2,False
4693,1,1,0,False
4694,8,8,1,False
4695,2,2,0,False
4696,1,1,1,False
4697,8,8,2,False
4698,3,3,9,False
4699,6,6,2,False
4700,6,6,6,False
4701,5,5,7,False
4702,7,7,7,False
4703,1,1,4,False
4704,3,3,7,False
4705,8,8,6,False
4706,7,7,7,False
4707,2,2,6,False
4708,8,8,9,False
4709,8,8,1,False
4710,3,3,3,False
4711,7,7,7,False
4712,5,5,0,False
4713,2,2,1,False
4714,3,3,0,False
4715,9,9,7,False
4716,5,5,9,False
4717,6,6,3,False
4718,9,9,0,False
4719,1,1,5,False
4720,4,4,2,False
4721,3,3,3,False
4722,2,2,2,False
4723,8,8,0,False
4724,6,6,8,False
4725,2,2,1,False
4726,6,6,6,False
4727,5,5,8,False
4728,4,4,1,False
4729,2,2,2,False
4730,5,5,3,False
4731,4,4,8,False
4732,8,8,7,False
4733,2,2,0,False
4734,1,1,1,False
4735,6,6,4,False
4736,4,4,5,False
4737,6,6,1,False
4738,4,4,6,False
4739,4,4,8,False
4740,9,9,6,False
4741,6,6,1,False
4742,8,8,0,False
4743,2,2,0,False
4744,5,5,3,False
4745,4,4,6,False
4746,1,1,1,False
4747,8,8,8,False
4748,2,2,6,False
4749,6,6,4,False
4750,0,0,6,False
4751,9,9,4,False
4752,1,1,7,False
4753,9,9,2,False
4754,0,0,7,False
4755,7,7,4,False
4756,9,9,8,False
4757,3,3,6,False
4758,6,6,5,False
4759,3,3,3,False
4760,5,5,3,False
4761,8,8,1,False
4762,8,8,9,False
4763,2,2,1,False
4764,9,9,4,False
4765,2,2,9,False
4766,4,4,2,False
4767,7,7,2,False
4768,5,5,4,False
4769,9,9,6,False
4770,9,9,2,False
4771,5,5,6,False
4772,3,3,1,False
4773,2,2,1,False
4774,4,4,9,False
4775,0,0,8,False
4776,6,6,2,False
4777,1,1,9,False
4778,2,2,6,False
4779,1,1,2,False
4780,7,7,8,False
4781,0,0,9,False
4782,9,9,3,False
4783,2,2,8,False
4784,4,4,2,False
4785,4,4,7,False
4786,3,3,2,False
4787,6,6,1,False
4788,2,2,5,False
4789,9,9,0,False
4790,7,7,2,False
4791,8,8,3,False
4792,6,6,3,False
4793,1,1,8,False
4794,5,5,7,False
4795,0,0,8,False
4796,6,6,9,False
4797,1,1,2,False
4798,9,9,8,False
4799,2,2,0,False
4800,5,5,4,False
4801,3,3,9,False
4802,5,5,9,False
4803,8,8,2,False
4804,1,1,1,False
4805,7,7,2,False
4806,3,3,0,False
4807,1,1,7,False
4808,7,7,0,False
4809,4,4,6,False
4810,6,6,7,False
4811,1,1,0,False
4812,9,9,1,False
4813,4,4,3,False
4814,3,3,3,False
4815,8,8,2,False
4816,6,6,8,False
4817,9,9,3,False
4818,8,8,9,False
4819,5,5,7,False
4820,7,7,0,False
4821,2,2,1,False
4822,6,6,7,False
4823,4,4,0,False
4824,4,4,2,False
4825,7,7,1,False
4826,0,0,6,False
4827,4,4,7,False
4828,7,7,8,False
4829,3,3,2,False
4830,2,2,9,False
4831,4,4,2,False
4832,5,5,5,False
4833,7,7,6,False
4834,8,8,3,False
4835,7,7,4,False
4836,9,9,6,False
4837,5,5,9,False
4838,6,6,2,False
4839,4,4,4,False
4840,2,2,1,False
4841,2,2,5,False
4842,7,7,8,False
4843,0,0,8,False
4844,4,4,4,False
4845,6,6,5,False
4846,6,6,2,False
4847,2,2,4,False
4848,9,9,8,False
4849,1,1,9,False
4850,0,0,1,False
4851,7,7,6,False
4852,2,2,5,False
4853,3,3,2,False
4854,7,7,6,False
4855,1,1,2,False
4856,4,4,0,False
4857,5,5,5,False
4858,5,5,8,False
4859,3,3,9,False
4860,2,2,2,False
4861,0,0,5,False
4862,4,4,4,False
4863,9,9,2,False
4864,0,0,5,False
4865,8,8,1,False
4866,9,9,6,False
4867,7,7,8,False
4868,5,5,8,False
4869,7,7,7,False
4870,1,1,5,False
4871,5,5,5,False
4872,0,0,3,False
4873,0,0,9,False
4874,4,4,6,False
4875,9,9,7,False
4876,8,8,5,False
4877,7,7,5,False
4878,2,2,4,False
4879,1,1,2,False
4880,5,5,8,False
4881,8,8,4,False
4882,0,0,7,False
4883,1,1,1,False
4884,1,1,0,False
4885,5,5,4,False
4886,8,8,4,False
4887,2,2,6,False
4888,3,3,5,False
4889,6,6,7,False
4890,2,2,2,False
4891,7,7,7,False
4892,7,7,6,False
4893,4,4,1,False
4894,4,4,8,False
4895,1,1,5,False
4896,7,7,8,False
4897,5,5,6,False
4898,8,8,5,False
4899,7,7,1,False
4900,2,2,6,False
4901,2,2,9,False
4902,1,1,2,False
4903,4,4,1,False
4904,1,1,5,False
4905,9,9,4,False
4906,5,5,2,False
4907,5,5,3,False
4908,1,1,7,False
4909,0,0,7,False
4910,8,8,9,False
4911,5,5,4,False
4912,4,4,0,False
4913,1,1,9,False
4914,1,1,1,False
4915,9,9,7,False
4916,6,6,9,False
4917,0,0,1,False
4918,8,8,6,False
4919,4,4,1,False
4920,2,2,2,False
4921,1,1,5,False
4922,6,6,0,False
4923,5,5,9,False
4924,8,8,5,False
4925,1,1,1,False
4926,2,2,1,False
4927,6,6,7,False
4928,4,4,8,False
4929,9,9,7,False
4930,9,9,7,False
4931,7,7,4,False
4932,2,2,0,False
4933,0,0,4,False
4934,6,6,1,False
4935,8,8,0,False
4936,9,9,0,False
4937,4,4,7,False
4938,5,5,5,False
4939,8,8,4,False
4940,7,7,5,False
4941,0,0,4,False
4942,9,9,0,False
4943,2,2,4,False
4944,0,0,4,False
4945,9,9,3,False
4946,9,9,0,False
4947,9,9,3,False
4948,1,1,5,False
4949,6,6,3,False
4950,0,0,3,False
4951,4,4,4,False
4952,6,6,7,False
4953,4,4,2,False
4954,8,8,1,False
4955,4,4,1,False
4956,3,3,3,False
4957,9,9,3,False
4958,6,6,1,False
4959,4,4,3,False
4960,1,1,8,False
4961,0,0,1,False
4962,9,9,7,False
4963,1,1,0,False
4964,3,3,8,False
4965,2,2,6,False
4966,2,2,3,False
4967,0,0,0,False
4968,5,5,8,False
4969,0,0,2,False
4970,7,7,9,False
4971,2,2,7,False
4972,0,0,6,False
4973,8,8,2,False
4974,0,0,4,False
4975,9,9,3,False
4976,1,1,1,False
4977,4,4,6,False
4978,6,6,3,False
4979,1,1,0,False
4980,6,6,9,False
4981,5,5,1,False
4982,4,4,8,False
4983,6,6,5,False
4984,6,6,0,False
4985,7,7,9,False
4986,0,0,5,False
4987,7,7,9,False
4988,7,7,9,False
4989,6,6,9,False
4990,3,3,8,False
4991,4,4,7,False
4992,3,3,6,False
4993,9,9,2,False
4994,4,4,3,False
4995,5,5,1,False
4996,6,6,2,False
4997,2,2,1,False
4998,5,5,6,False
4999,2,2,3,False
5000,7,7,6,False
5001,7,7,1,False
5002,6,6,4,False
5003,5,5,1,False
5004,7,7,0,False
5005,2,2,7,False
5006,3,3,9,False
5007,0,0,5,False
5008,1,1,4,False
5009,0,0,1,False
5010,3,3,4,False
5011,7,7,6,False
5012,5,5,7,False
5013,4,4,1,False
5014,7,7,0,False
5015,2,2,4,False
5016,1,1,0,False
5017,2,2,3,False
5018,0,0,7,False
5019,9,9,8,False
5020,7,7,6,False
5021,8,8,6,False
5022,1,1,0,False
5023,2,2,7,False
5024,1,1,1,False
5025,6,6,5,False
5026,1,1,9,False
5027,2,2,2,False
5028,9,9,9,False
5029,4,4,5,False
5030,5,5,1,False
5031,5,5,9,False
5032,1,1,2,False
5033,8,8,3,False
5034,6,6,1,False
5035,9,9,2,False
5036,9,9,4,False
5037,8,8,3,False
5038,9,9,6,False
5039,6,6,1,False
5040,6,6,0,False
5041,6,6,5,False
5042,3,3,9,False
5043,9,9,3,False
5044,8,8,0,False
5045,4,4,0,False
5046,1,1,0,False
5047,0,0,6,False
5048,8,8,5,False
5049,6,6,8,False
5050,0,0,2,False
5051,7,7,9,False
5052,6,6,7,False
5053,0,0,0,False
5054,7,7,7,False
5055,2,2,7,False
5056,0,0,7,False
5057,3,3,0,False
5058,0,0,2,False
5059,0,0,6,False
5060,6,6,8,False
5061,0,0,6,False
5062,2,2,6,False
5063,4,4,0,False
5064,3,3,7,False
5065,8,8,0,False
5066,2,2,6,False
5067,1,1,3,False
5068,2,2,1,False
5069,8,8,0,False
5070,7,7,0,False
5071,6,6,3,False
5072,7,7,3,False
5073,2,2,4,False
5074,1,1,5,False
5075,7,7,3,False
5076,1,1,5,False
5077,6,6,3,False
5078,2,2,9,False
5079,9,9,6,False
5080,0,0,0,False
5081,7,7,1,False
5082,7,7,1,False
5083,7,7,4,False
5084,3,3,4,False
5085,3,3,7,False
5086,7,7,8,False
5087,1,1,4,False
5088,7,7,2,False
5089,5,5,8,False
5090,2,2,5,False
5091,1,1,0,False
5092,6,6,1,False
5093,4,4,9,False
5094,3,3,2,False
5095,9,9,7,False
5096,8,8,2,False
5097,5,5,8,False
5098,8,8,2,False
5099,4,4,5,False
5100,3,3,8,False
5101,9,9,1,False
5102,8,8,8,False
5103,3,3,0,False
5104,3,3,4,False
5105,2,2,4,False
5106,0,0,3,False
5107,6,6,2,False
5108,4,4,2,False
5109,2,2,6,False
5110,7,7,3,False
5111,2,2,3,False
5112,7,7,5,False
5113,1,1,8,False
5114,9,9,8,False
5115,3,3,3,False
5116,6,6,3,False
5117,9,9,9,False
5118,2,2,0,False
5119,5,5,7,False
5120,8,8,2,False
5121,1,1,7,False
5122,6,6,5,False
5123,5,5,1,False
5124,4,4,2,False
5125,5,5,1,False
5126,6,6,5,False
5127,5,5,2,False
5128,9,9,6,False
5129,0,0,6,False
5130,2,2,3,False
5131,2,2,6,False
5132,1,1,6,False
5133,3,3,1,False
5134,2,2,3,False
5135,7,7,5,False
5136,0,0,7,False
5137,5,5,0,False
5138,7,7,3,False
5139,9,9,4,False
5140,2,2,3,False
5141,0,0,4,False
5142,2,2,0,False
5143,3,3,9,False
5144,2,2,8,False
5145,3,3,7,False
5146,4,4,8,False
5147,8,8,7,False
